arm,case_id,ic_name,true_rhat,true_dhat,true_alpha,estimated_rhat,estimated_dhat,estimated_alpha,success,rhat_signed,dhat_signed,alpha_signed
inverse_crime,case_000,Random spaced,0.739,9.5759e-05,0.00012957916102841678,0.73892,9.572112e-05,0.00012954192605424132,True,-0.00010825439783487008,-0.0003955763949081252,-0.00028735310431049976
substep_only,case_000,Random spaced,0.739,9.5759e-05,0.00012957916102841678,0.74277,9.726672e-05,0.0001309513308291934,True,0.005101488497970299,0.01574494303407506,0.010589432667153259
grid_only,case_000,Random spaced,0.739,9.5759e-05,0.00012957916102841678,0.7409220000000001,9.956304e-05,0.00013437722189380257,True,0.002600811907983884,0.03972514332856437,0.037028028483172305
operator_only,case_000,Random spaced,0.739,9.5759e-05,0.00012957916102841678,0.7350700000000001,9.297216e-05,0.00012648068891398095,True,-0.005317997293639889,-0.02910264309359957,-0.023911808734093716
full_mismatch,case_000,Random spaced,0.739,9.5759e-05,0.00012957916102841678,0.7436170000000001,9.991631999999999e-05,0.0001343652982651015,True,0.006247631935047487,0.04341440491233189,0.036936010379285594
inverse_crime,case_000,One central cluster,0.739,9.5759e-05,0.00012957916102841678,0.7393050000000001,9.578736000000001e-05,0.00012956406354616836,True,0.00041271989174575203,0.0002961601520484264,-0.00011651165302042952
substep_only,case_000,One central cluster,0.739,9.5759e-05,0.00012957916102841678,0.7473130000000001,9.63504e-05,0.000128929110024849,True,0.011248985115020468,0.006175920801177913,-0.005016632291863885
grid_only,case_000,One central cluster,0.739,9.5759e-05,0.00012957916102841678,0.73584,0.00010008192,0.00013601043705153292,True,-0.004276048714478946,0.045143746279723056,0.04963202394639488
operator_only,case_000,One central cluster,0.739,9.5759e-05,0.00012957916102841678,0.7282170000000001,9.184608000000001e-05,0.00012612460296862062,True,-0.01459133964817304,-0.040862164391858684,-0.026659827339355745
full_mismatch,case_000,One central cluster,0.739,9.5759e-05,0.00012957916102841678,0.740152,9.997152e-05,0.00013506890476550762,True,0.0015588633288227901,0.043990852034795705,0.04236594598638381
inverse_crime,case_000,Many clusters,0.739,9.5759e-05,0.00012957916102841678,0.7393050000000001,9.569904000000001e-05,0.00012944459999594213,True,0.00041271989174575203,-0.0006261552438934537,-0.001038446548092261
substep_only,case_000,Many clusters,0.739,9.5759e-05,0.00012957916102841678,0.743001,9.769728e-05,0.00013149010566607583,True,0.005414073071718583,0.020241230589291868,0.014747314479370428
grid_only,case_000,Many clusters,0.739,9.5759e-05,0.00012957916102841678,0.7368410000000001,9.976176e-05,0.0001353911630867446,True,-0.002921515561569568,0.0418003529694336,0.04485290699677588
