case_id,true_ic_name,recovered_ic_name,true_rhat,true_dhat,true_alpha,estimated_rhat,estimated_dhat,estimated_alpha,rhat_signed,dhat_signed,alpha_signed,loss
case_000,Random spaced,Clusters + singles,0.739,9.5759e-05,0.00012957916102841678,0.28,0.000168,0.0006,-0.6211096075778078,0.7544042857590407,3.630374168485468,4.443447795631337
case_000,One central cluster,Clusters + singles,0.739,9.5759e-05,0.00012957916102841678,0.28,0.000168,0.0006,-0.6211096075778078,0.7544042857590407,3.630374168485468,1.087889227399617
case_000,Many clusters,Clusters + singles,0.739,9.5759e-05,0.00012957916102841678,0.6920270000000001,0.000168,0.0002427650944255065,-0.06356292286874145,0.7544042857590407,0.8734887037296681,0.7705000814448693
case_000,Clusters + singles,Many clusters,0.739,9.5759e-05,0.00012957916102841678,0.8076810000000001,5.76e-05,7.13152841282635e-05,0.09293775372124506,-0.39848995916832886,-0.44963925092381163,3.056564376465856
case_001,Random spaced,Clusters + singles,0.852,9.968e-05,0.00011699530516431924,0.28,0.000168,0.0006,-0.6713615023474178,0.6853932584269663,4.128410914927769,5.241593777346055
case_001,One central cluster,Clusters + singles,0.852,9.968e-05,0.00011699530516431924,0.36577800000000005,0.000168,0.0004592949822023194,-0.5706830985915492,0.6853932584269663,2.92575566649655,1.360631285908499
case_001,Many clusters,Clusters + singles,0.852,9.968e-05,0.00011699530516431924,0.808297,0.000168,0.00020784439383048555,-0.05129460093896706,0.6853932584269663,0.77651909654468,0.9509655081099523
case_001,Clusters + singles,Many clusters,0.852,9.968e-05,0.00011699530516431924,0.9204860000000001,5.83728e-05,6.34151958856517e-05,0.08038262910798141,-0.4143980738362761,-0.4579680287462355,3.74807400097944
case_002,Random spaced,Clusters + singles,0.554,8.8424e-05,0.0001596101083032491,0.28,0.000168,0.0006,-0.49458483754512633,0.8999366687777072,2.759160408938749,3.59245605482846
case_002,One central cluster,Clusters + singles,0.554,8.8424e-05,0.0001596101083032491,0.28,0.000168,0.0006,-0.49458483754512633,0.8999366687777072,2.759160408938749,0.8157722134203798
case_002,Many clusters,Clusters + singles,0.554,8.8424e-05,0.0001596101083032491,0.503685,0.000168,0.00033354179695643105,-0.09082129963898916,0.8999366687777072,1.0897285297415045,0.5500411769203146
case_002,Clusters + singles,Many clusters,0.554,8.8424e-05,0.0001596101083032491,0.6182610000000001,5.76e-05,9.316453730705962e-05,0.11599458483754514,-0.3485931421333575,-0.41629926639700726,2.251174423292627
case_003,Random spaced,Clusters + singles,0.446,9.7078e-05,0.00021766367713004482,0.28,0.000168,0.0006,-0.3721973094170403,0.7305671727888914,1.756546282370877,2.921341239895151
case_003,One central cluster,Clusters + singles,0.446,9.7078e-05,0.00021766367713004482,0.28,0.000168,0.0006,-0.3721973094170403,0.7305671727888914,1.756546282370877,0.7122806883022037
case_003,Many clusters,Clusters + singles,0.446,9.7078e-05,0.00021766367713004482,0.39996600000000004,0.000168,0.0004200357030347579,-0.10321524663677122,0.7305671727888914,0.9297464261058328,0.42897260654978353
case_003,Clusters + singles,Many clusters,0.446,9.7078e-05,0.00021766367713004482,0.509152,5.990736e-05,0.00011766105210231913,0.1415964125560539,-0.3828945796163909,-0.45943644041251014,1.6747761269916401
case_004,Random spaced,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.290318,0.000168,0.0005786757968847952,-0.6840935799782372,0.2638706037239045,3.0007753043981706,4.7503518242519105
case_004,One central cluster,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.409745,0.000168,0.0004100111044674126,-0.5541403699673558,0.2638706037239045,1.834682753474156,1.5277581662614734
case_004,Many clusters,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.8802920000000001,0.000168,0.00019084576481440246,-0.04211969532100105,0.2638706037239045,0.3194452350155041,1.098662345726821
case_004,Clusters + singles,Many clusters,0.919,0.000132925,0.00014464091403699672,0.9780820000000001,7.279104e-05,7.442222635729928e-05,0.06428944504896635,-0.4523901448185066,-0.4854690538096066,3.560859631897886
case_005,Random spaced,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.28,0.000168,0.0006,-0.5278246205733558,0.2979888898331929,1.7489550416824402,2.8678170374326792
case_005,One central cluster,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.28,0.000168,0.0006,-0.5278246205733558,0.2979888898331929,1.7489550416824402,0.8263543535606835
case_005,Many clusters,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.5635140000000001,0.000168,0.00029812923902511736,-0.049723440134907086,0.2979888898331929,0.36590645781840964,0.5854474545180344
case_005,Clusters + singles,Many clusters,0.593,0.000129431,0.0002182647554806071,0.6522950000000001,7.159872e-05,0.0001097643244237653,0.09999156829679612,-0.4468193863912046,-0.4971046782973722,1.8611862025712997
case_006,Random spaced,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.28,0.000168,0.0006,-0.6067415730337078,0.33020839931589274,2.3825299296889844,3.443974457282961
case_006,One central cluster,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.28,0.000168,0.0006,-0.6067415730337078,0.33020839931589274,2.3825299296889844,1.008024493835784
case_006,Many clusters,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.672007,0.000168,0.00024999739586045977,-0.056169943820224645,0.33020839931589274,0.40937278973718366,0.7235132716382793
case_006,Clusters + singles,Many clusters,0.712,0.000126296,0.00017738202247191012,0.770567,7.132272e-05,9.255875219156803e-05,0.08225702247191016,-0.4352733261544308,-0.4781954174289254,2.4199616364692473
case_007,Random spaced,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.28,0.000168,0.0006,-0.65389369592089,0.583202970390335,3.574325725163504,4.6136799598749105
case_007,One central cluster,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.31118500000000004,0.000168,0.0005398717804521425,-0.615346106304079,0.583202970390335,3.115915622686765,1.238432691047057
case_007,Many clusters,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.763252,0.000168,0.00022011078909717888,-0.05654882571075403,0.583202970390335,0.6780974082554398,0.8877470106286136
case_007,Clusters + singles,Many clusters,0.809,0.000106114,0.00013116687268232384,0.8812160000000001,5.76e-05,6.53642239814075e-05,0.0892657601977751,-0.457187553009028,-0.5016712478941641,3.285467814778721
case_008,Random spaced,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.33089700000000005,0.000168,0.0005077108586659896,-0.6527838405036724,0.18006532504477912,2.398647478725024,4.816518667932197
case_008,One central cluster,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.473347,0.000168,0.0003549193297939989,-0.503308499475341,0.18006532504477912,1.375851658017637,1.6300877545904722
case_008,Many clusters,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.9194080000000001,0.000168,0.0001827262760384943,-0.03524868835257067,0.18006532504477912,0.22318084546542372,1.202681370124337
case_008,Clusters + singles,Many clusters,0.953,0.000142365,0.00014938614900314798,1.010961,7.615824e-05,7.533252024558811e-05,0.06081951731374611,-0.46504941523548626,-0.4957195111576198,3.679944000289055
case_009,Random spaced,Clusters + singles,0.659,0.000117963,0.00017900303490136569,0.28,0.000168,0.0006,-0.575113808801214,0.42417537702499936,2.3518984766409807,3.3624474411776126
case_009,One central cluster,Clusters + singles,0.659,0.000117963,0.00017900303490136569,0.28,0.000168,0.0006,-0.575113808801214,0.42417537702499936,2.3518984766409807,0.9220249716909158
case_009,Many clusters,Clusters + singles,0.659,0.000117963,0.00017900303490136569,0.616028,0.000168,0.0002727148765965183,-0.06520789074355085,0.42417537702499936,0.5235209657020048,0.650446739260274
case_009,Clusters + singles,Many clusters,0.659,0.000117963,0.00017900303490136569,0.71967,6.724896e-05,9.344416190754096e-05,0.09206373292867982,-0.42991480379441005,-0.47797442675186713,2.263259633015734
case_010,Random spaced,Clusters + singles,0.881,0.000147448,0.00016736435868331442,0.28,0.000168,0.0006,-0.6821793416572077,0.13938473224458783,2.5849926753838637,4.049240774795354
case_010,One central cluster,Clusters + singles,0.881,0.000147448,0.00016736435868331442,0.37009000000000003,0.000168,0.00045394363533194623,-0.5799205448354142,0.13938473224458783,1.7123076795035852,1.4043190301483257
case_010,Many clusters,Clusters + singles,0.881,0.000147448,0.00016736435868331442,0.846412,0.000168,0.00019848489860729761,-0.039259931895573155,0.13938473224458783,0.18594484613578477,1.0379894250143469
case_010,Clusters + singles,Many clusters,0.881,0.000147448,0.00016736435868331442,0.939274,7.754927999999999e-05,8.256300078571321e-05,0.0661452894438139,-0.474056752210949,-0.5066870782091766,3.115452957687311
case_011,Random spaced,Clusters + singles,0.996,0.000128428,0.00012894377510040163,0.370167,0.000168,0.00045384920860044246,-0.6283463855421686,0.30812595384184116,2.5197450070548526,5.70220803161477
case_011,One central cluster,Clusters + singles,0.996,0.000128428,0.00012894377510040163,0.517853,0.000168,0.00032441638843455574,-0.4800672690763052,0.30812595384184116,1.5159523069799223,1.7871289712129652
case_011,Many clusters,Clusters + singles,0.996,0.000128428,0.00012894377510040163,0.9562910000000001,0.000168,0.00017567874214020624,-0.039868473895582214,0.30812595384184116,0.36244453835336055,1.2829111531469624
case_011,Clusters + singles,Many clusters,0.996,0.000128428,0.00012894377510040163,1.05,7.27248e-05,6.926171428571429e-05,0.05421686746987957,-0.4337309620954932,-0.4628533697591536,4.276521715042945
case_012,Random spaced,Clusters + singles,0.785,0.000148539,0.0001892216560509554,0.28,0.000168,0.0006,-0.643312101910828,0.1310160967826631,2.1708844141942523,3.382594081665408
case_012,One central cluster,Clusters + singles,0.785,0.000148539,0.0001892216560509554,0.29062600000000005,0.000168,0.0005780625270966808,-0.6297757961783439,0.1310160967826631,2.0549490960010135,1.1534563475419133
case_012,Many clusters,Clusters + singles,0.785,0.000148539,0.0001892216560509554,0.751086,0.000168,0.00022367611698260916,-0.043202547770700636,0.1310160967826631,0.18208518861274287,0.8546793616045643
